year,imdb,title,Director,director_gender,Writer,writer_gender,Star,star_gender,test,clean_test,binary,budget,domgross,intgross,code,budget_2013$,domgross_2013$,intgross_2013$,period code,decade code,Director Gender,Director Age
1981,tt0082418,Friday the 13th Part 2,Steve Miner,M,Ron Kurz,M,Betsy Palmer,F,notalk,notalk,0,1250000,21722776,21722776,1981FAIL,3202358,55651281,55651281,,,,
1982,tt0083972,Friday the 13th Part III,Steve Miner,M,Martin Kitrosser,M,Dana Kimmell,F,dubious,dubious,0,2250000,36690067,36690067,1982FAIL,5429853,88542965,88542965,,,,
1984,tt0087298,Friday the 13th Part IV: The Final Chapter,Joseph Zito,M,Victor Miller,M,Erich Anderson,M,ok,ok,1,2600000,32980880,32980880,1984PASS,5827754,73924796,73924796,,,,
2006,tt0436331,Friends with Money,Nicole Holofcener,M,Nicole Holofcener,F,Jennifer Aniston,F,ok,ok,1,6500000,13368437,17518322,2006PASS,7512676,15451191,20247613,2,2,,
2011,tt1438176,Fright Night,Tom Holland,M,Tom Holland,M,Chris Sarandon,M,dubious,dubious,0,30000000,18298649,40520649,2011FAIL,31070724,18951742,41966863,1,1,,
1996,tt0116367,From Dusk Till Dawn,Robert Rodriguez,M,Robert Kurtzman,M,Harvey Keitel,M,notalk,notalk,0,20000000,25728961,25728961,1996FAIL,29703299,38211750,38211750,4,3,,
2001,tt0120681,From Hell,Albert Hughes,M,Alan Moore,M,Johnny Depp,M,dubious,dubious,0,35000000,31598308,68712365,2001FAIL,46054609,41578506,90414888,3,2,,
2008,tt0870111,Frost/Nixon,Ron Howard,M,Peter Morgan,M,Frank Langella,M,notalk,notalk,0,29000000,18622031,28144586,2008FAIL,31385433,20153811,30459656,2,2,,
2013,tt2294629,Frozen,Adam Green,M,Adam Green,M,Shawn Ashmore,M,ok,ok,1,150000000,393050114,1004550114,2013PASS,150000000,393050114,1004550114,1,1,,
2010,tt1323045,Frozen,Chris Buck,M,Jennifer Lee,F,Kristen Bell,F,notalk,notalk,0,150000000,393050114,1004550114,2010FAIL,160234776,419868647,1073092418,1,1,,
2008,tt0978759,Frozen River,Courtney Hunt,F,Courtney Hunt,F,Melissa Leo,F,ok,ok,1,1000000,2511476,6030129,2008PASS,1082256,2718061,6526145,2,2,,
2005,tt0369441,Fun with Dick and Jane,Dean Parisot,M,Judd Apatow,M,Jim Carrey,M,ok,ok,1,140000000,110550000,201798116,2005PASS,167024638,131889812,240751838,2,2,,
2009,tt1201167,Funny People,Judd Apatow,M,Judd Apatow,M,Adam Sandler,M,notalk,notalk,0,72500000,51855045,71880305,2009FAIL,78715541,56300661,78042718,2,2,,
2009,tt0436339,G-Force,Hoyt Yeatman,M,Cormac Wibberley,M,Will Arnett,M,notalk,notalk,0,150000000,119436770,287389685,2009FAIL,162859739,129676275,312028062,2,2,,
1997,tt0119173,G.I. Jane,Ridley Scott,M,Danielle Alexandra,F,Demi Moore,F,ok,ok,1,50000000,48169156,48169156,1997PASS,72561906,69904916,69904916,4,3,,
2013,tt1583421,G.I. Joe: Retaliation,Jon M. Chu,M,Rhett Reese,M,Dwayne Johnson,M,ok-disagree,ok,1,140000000,122523060,371923060,2013PASS,140000000,122523060,371923060,1,1,,
2009,tt1046173,G.I. Joe: The Rise of Cobra,Stephen Sommers,M,Stuart Beattie,M,Dennis Quaid,M,notalk-disagree,notalk,0,175000000,150201498,302469017,2009FAIL,190003029,163078512,328400169,2,2,,
1999,tt0177789,Galaxy Quest,Dean Parisot,M,David Howard,M,Tim Allen,M,notalk-disagree,notalk,0,45000000,71423726,90523726,1999FAIL,62930791,99883369,126593993,4,3,,
2009,tt1034032,Gamer,Mark Neveldine,M,Mark Neveldine,M,Gerard Butler,M,notalk,notalk,0,50000000,20534907,35062683,2009FAIL,54286580,22295397,38068663,2,2,,
2002,tt0217505,Gangs of New York,Martin Scorsese,M,Jay Cocks,M,Leonardo DiCaprio,M,notalk,notalk,0,97000000,77730500,190400000,2002FAIL,125632384,100674928,246602123,3,2,,
2013,tt1321870,Gangster Squad,Ruben Fleischer,M,Will Beall,M,Sean Penn,M,notalk,notalk,0,60000000,46000903,104100903,2013FAIL,60000000,46000903,104100903,1,1,,
2004,tt0333766,Garden State,Zach Braff,M,Zach Braff,M,Zach Braff,M,ok,ok,1,2500000,26782316,36028802,2004PASS,3082982,33027761,44430462,3,2,,
1997,tt0119177,Gattaca,Andrew Niccol,M,Andrew Niccol,M,Ethan Hawke,M,notalk-disagree,notalk,0,36000000,12532777,12532777,1997FAIL,52244573,18188044,18188044,4,3,,
1997,tt0119190,George of the Jungle,Sam Weisman,M,Jay Ward,M,Brendan Fraser,M,ok,ok,1,55000000,105263257,174463257,1997PASS,79818097,152762052,253187730,4,3,,
2002,tt0302674,Gerry,Gus Van Sant,M,Casey Affleck,M,Casey Affleck,M,nowomen,nowomen,0,7000000,254683,254683,2002FAIL,9066255,329860,329860,3,2,,
2010,tt1226229,Get Him To The Greek,Nicholas Stoller,M,Nicholas Stoller,M,Jonah Hill,M,notalk,notalk,0,40000000,61153526,91455875,2010FAIL,42729274,65326144,97696078,1,1,,
1993,tt0107007,Gettysburg,Ron Maxwell,M,Michael Shaara,M,Tom Berenger,M,nowomen,nowomen,0,25000000,10731997,10731997,1993FAIL,40311473,17304904,17304904,5,3,,
1990,tt0099653,Ghost,Jerry Zucker,M,Bruce Joel Rubin,M,Patrick Swayze,M,men-disagree,men,0,22000000,217631306,517600000,1990FAIL,39225459,388031265,922868068,5,3,,
2008,tt0995039,Ghost Town,David Koepp,M,David Koepp,M,Ricky Gervais,M,notalk,notalk,0,20000000,13252641,26612350,2008FAIL,21645126,14342754,28801384,2,2,,
2001,tt0162346,Ghost World,Terry Zwigoff,M,Daniel Clowes,M,Steve Buscemi,M,ok,ok,1,5500000,6217849,8761608,2001PASS,7237153,8181731,11528926,3,2,,
1984,tt0087332,Ghostbusters,Ivan Reitman,M,Dan Aykroyd,M,Bill Murray,M,notalk-disagree,notalk,0,30000000,238632124,291632124,1984FAIL,67243320,534880544,653677077,,,,
2003,tt0335119,Girl with a Pearl Earring,Peter Webber,M,Tracy Chevalier,F,Scarlett Johansson,F,ok,ok,1,12000000,11634362,43281552,2003PASS,15193043,14730114,54798208,3,2,,
1999,tt0172493,"Girl, Interrupted",James Mangold,M,Susanna Kaysen,F,Winona Ryder,F,ok,ok,1,24000000,28871190,28871190,1999PASS,33563089,40375263,40375263,4,3,,
2000,tt0172495,Gladiator,Rowdy Herrington,M,Djordje Milicevic,M,James Marshall,M,nowomen,nowomen,0,103000000,187683805,457683805,2000FAIL,139349563,253918993,619204256,3,2,,
1992,tt0104348,Glengarry Glen Ross,James Foley,M,David Mamet,M,Al Pacino,M,nowomen,nowomen,0,12500000,10725228,10725228,1992FAIL,20754340,17807603,17807603,5,3,,
2013,tt2425486,Gloria,Sidney Lumet,M,John Cassavetes,M,Sharon Stone,F,ok,ok,1,30000000,4167493,4967493,2013PASS,30000000,4167493,4967493,1,1,,
1999,tt0139239,Go!,Doug Liman,M,John August,M,Sarah Polley,F,ok,ok,1,6500000,16875273,28383441,1999PASS,9090003,23599429,39693164,4,3,,
1998,tt0120685,Godzilla,Gareth Edwards,M,Ishirô Honda,M,Aaron Taylor-Johnson,M,dubious,dubious,0,125000000,136314294,376000000,1998FAIL,178641539,194811162,537353750,4,3,,
2010,tt1322312,Going the Distance,Nanette Burstein,F,Geoff LaTulippe,M,Drew Barrymore,F,ok,ok,1,32000000,17804299,39990165,2010PASS,34183419,19019119,42718768,1,1,,
2007,tt0452623,Gone Baby Gone,Ben Affleck,M,Ben Affleck,M,Morgan Freeman,M,ok,ok,1,19000000,20300218,34619699,2007PASS,21347326,22808178,38896737,2,2,,
2000,tt0187078,Gone in Sixty Seconds,Dominic Sena,M,H.B. Halicki,M,Nicolas Cage,M,notalk,notalk,0,103300000,101643008,232643008,2000FAIL,139755436,137513677,314744675,3,2,,
1987,tt0093105,"Good Morning, Vietnam",Barry Levinson,M,Mitch Markowitz,M,Robin Williams,M,notalk,notalk,0,13000000,123922370,123922370,1987FAIL,26655166,254090104,254090104,,,,
2005,tt0433383,"Good Night, and Good Luck.",George Clooney,M,George Clooney,M,David Strathairn,M,notalk,notalk,0,7000000,31501218,56586901,2005FAIL,8351232,37581997,67510048,2,2,,
1997,tt0119217,Good Will Hunting,Gus Van Sant,M,Matt Damon,M,Robin Williams,M,nowomen-disagree,nowomen,0,10000000,138433435,225933435,1997FAIL,14512381,200899879,327883215,4,3,,
1990,tt0099685,Goodfellas,Martin Scorsese,M,Nicholas Pileggi,M,Robert De Niro,M,men-disagree,men,0,25000000,46743809,46743809,1990FAIL,44574385,83343062,83343062,5,3,,
2001,tt0280707,Gosford Park,Robert Altman,M,Julian Fellowes,M,Maggie Smith,F,ok,ok,1,18000000,41300105,41300105,2001PASS,23685227,54344576,54344576,3,2,,
2008,tt1205489,Gran Torino,Clint Eastwood,M,Nick Schenk,M,Clint Eastwood,M,men-disagree,men,0,25000000,148095302,274543085,2008FAIL,27056408,160277075,297125986,2,2,,
2013,tt1454468,Gravity,Alfonso Cuarón,M,Alfonso Cuarón,M,Sandra Bullock,F,nowomen-disagree,nowomen,0,110000000,271814796,708714796,2013FAIL,110000000,271814796,708714796,1,1,,
1978,tt0077631,Grease,Randal Kleiser,M,Bronte Woodard,M,John Travolta,M,ok,ok,1,6000000,181813770,387513770,1978PASS,21424236,649203517,1383697739,,,,
2011,tt1133985,Green Lantern,Martin Campbell,M,Greg Berlanti,M,Ryan Reynolds,M,notalk-disagree,notalk,0,200000000,116601172,231201172,2011FAIL,207138157,120762760,239452924,1,1,,
2010,tt0947810,Green Zone,Paul Greengrass,M,Brian Helgeland,M,Matt Damon,M,nowomen-disagree,nowomen,0,100000000,35497337,97523020,2010FAIL,106823184,37919386,104177195,1,1,,
1984,tt0087363,Gremlins,Joe Dante,M,Chris Columbus,M,Zach Galligan,M,notalk-disagree,notalk,0,11000000,148168459,148168459,1984FAIL,24655884,332111304,332111304,,,,
1997,tt0119229,Grosse Pointe Blank,George Armitage,M,Tom Jankiewicz,M,John Cusack,M,ok,ok,1,15000000,28084357,31070412,1997PASS,21768572,40757090,45090566,4,3,,
1993,tt0107048,Groundhog Day,Harold Ramis,M,Danny Rubin,M,Bill Murray,M,men-disagree,men,0,14600000,70906973,70906973,1993FAIL,23541900,114334580,114334580,5,3,,
2010,tt1375670,Grown Ups,Dennis Dugan,M,Adam Sandler,M,Adam Sandler,M,ok-disagree,ok,1,75000000,162001186,272223430,2010PASS,80117388,173054825,290797736,1,1,,
2013,tt2191701,Grown Ups 2,Dennis Dugan,M,Fred Wolf,M,Adam Sandler,M,men-disagree,men,0,80000000,133668525,247023808,2013FAIL,80000000,133668525,247023808,1,1,,
2007,tt0427327,Hairspray,Adam Shankman,M,Leslie Dixon,F,John Travolta,M,ok,ok,1,75000000,118871849,202871849,2007PASS,84265761,133557691,227935344,2,2,,
2011,tt0480687,Hall Pass,Bobby Farrelly,M,Pete Jones,M,Owen Wilson,M,men,men,0,36000000,45060734,83693266,2011FAIL,37284868,46668987,86680344,1,1,,
2007,tt0373883,Halloween,Rob Zombie,M,Rob Zombie,M,Scout Taylor-Compton,M,ok,ok,1,15000000,58269151,77514401,2007PASS,16853152,65467925,87090800,2,2,,
1978,tt0077651,Halloween,David Gordon Green,M,John Carpenter,M,Jamie Lee Curtis,F,dubious,dubious,0,15000000,58269151,77514401,1978FAIL,53560590,208062006,276781136,,,,
1998,tt0120694,Halloween H20: 20 Years Later,Steve Miner,M,Debra Hill,F,Jamie Lee Curtis,F,ok,ok,1,17000000,55041738,55041738,1998PASS,24295249,78661926,78661926,4,3,,
1981,tt0082495,Halloween II,Rick Rosenthal,M,John Carpenter,M,Jamie Lee Curtis,F,ok,ok,1,2500000,25533818,25533818,1981PASS,6404716,65414737,65414737,,,,
1996,tt0116477,Hamlet,Michael Almereyda,M,William Shakespeare,M,Ethan Hawke,M,notalk-disagree,notalk,0,2000000,1577287,2419669,1996FAIL,2970330,2342531,3593608,4,3,,
2008,tt1104733,Hamlet 2,Wim Wenders,M,Joe Gores,M,Frederic Forrest,M,ok,ok,1,9000000,4886216,4898285,2008PASS,9740307,5288138,5301200,2,2,,
2008,tt0448157,Hancock,Peter Berg,M,Vy Vincent Ngo,M,Will Smith,M,nowomen,nowomen,0,150000000,227946274,624346274,2008FAIL,162338447,246696294,675702695,2,2,,
2011,tt0993842,Hanna,Joe Wright,M,Seth Lochhead,M,Saoirse Ronan,F,ok,ok,1,30000000,40259119,65343694,2011PASS,31070724,41695999,67675862,1,1,,
2012,tt2243973,Hannibal,Ridley Scott,M,Thomas Harris,M,Anthony Hopkins,M,ok,ok,1,87000000,165092266,350100280,2012PASS,88273555,167508980,355225246,1,1,,
2001,tt0212985,Hannibal,Ridley Scott,M,Thomas Harris,M,Anthony Hopkins,M,ok,ok,1,87000000,165092266,350100280,2001PASS,114478598,217235991,460678038,3,2,,
2007,tt0367959,Hannibal Rising,Peter Webber,M,Thomas Harris,M,Gaspard Ulliel,M,notalk,notalk,0,50000000,27669725,80583311,2007FAIL,56177174,31088139,90538854,2,2,,
2013,tt1428538,Hansel &amp; Gretel: Witch Hunters,Tommy Wirkola,M,Tommy Wirkola,M,Jeremy Renner,M,ok,ok,1,50000000,55703475,225703475,2013PASS,50000000,55703475,225703475,1,1,,
1998,tt0147612,Happiness,Todd Solondz,M,Todd Solondz,M,Jane Adams,F,ok,ok,1,3000000,2746453,5746453,1998PASS,4287397,3925045,8212442,4,3,,
2005,tt0424136,Hard Candy,David Slade,M,Brian Nelson,M,Patrick Wilson,M,ok-disagree,ok,1,950000,1024640,8267066,2005PASS,1133381,1222429,9862884,2,2,,
2004,tt0366551,Harold and Kumar Go to White Castle,Danny Leiner,M,Jon Hurwitz,M,John Cho,M,ok-disagree,ok,1,9000000,18225165,18225165,2004PASS,11098736,22475144,22475144,3,2,,
1996,tt0116493,Harriet the Spy,Bronwen Hughes,F,Louise Fitzhugh,F,Michelle Trachtenberg,F,ok,ok,1,13000000,26570048,26570048,1996PASS,19307144,39460903,39460903,4,3,,
2009,tt1289406,Harry Brown,Daniel Barber,M,Gary Young,M,Michael Caine,M,notalk,notalk,0,7300000,1818681,6294140,2009FAIL,7925841,1974599,6833747,2,2,,
2002,tt0295297,Harry Potter and the Chamber of Secrets,Chris Columbus,M,J.K. Rowling,F,Daniel Radcliffe,M,ok-disagree,ok,1,100000000,261987880,878979634,2002PASS,129517922,339321257,1138436153,3,2,,
2010,tt0926084,Harry Potter and the Deathly Hallows: Part 1,David Yates,M,Steve Kloves,M,Daniel Radcliffe,M,ok-disagree,ok,1,125000000,295983305,956399711,2010PASS,133528980,316178791,1021656625,1,1,,
2011,tt1201607,Harry Potter and the Deathly Hallows: Part 2,David Yates,M,Steve Kloves,M,Daniel Radcliffe,M,notalk-disagree,notalk,0,125000000,381011219,1328111219,2011FAIL,129461348,394609809,1375512553,1,1,,
2005,tt0330373,Harry Potter and the Goblet of Fire,Mike Newell,M,Steve Kloves,M,Daniel Radcliffe,M,notalk-disagree,notalk,0,150000000,290013036,896911078,2005FAIL,178954969,345995160,1070044630,2,2,,
2009,tt0417741,Harry Potter and the Half-Blood Prince,David Yates,M,Steve Kloves,M,Daniel Radcliffe,M,ok-disagree,ok,1,250000000,301959197,934416487,2009PASS,271432899,327846641,1014525504,2,2,,
2007,tt0373889,Harry Potter and the Order of the Phoenix,David Yates,M,Michael Goldenberg,M,Daniel Radcliffe,M,ok-disagree,ok,1,150000000,292004738,942943935,2007PASS,168531522,328080020,1059438513,2,2,,
2004,tt0304141,Harry Potter and the Prisoner of  Azkaban,Alfonso Cuarón,M ,J.K. Rowling,F,Daniel Radcliffe,M,ok,ok,1,130000000,249538952,796688549,2004PASS,160315074,307729658,982470644,3,2,,
2001,tt0241527,Harry Potter and the Sorcerer&#39;s Stone,Chris Columbus,M,J.K. Rowling,F,Daniel Radcliffe,M,ok,ok,1,125000000,317575550,974755371,2001PASS,164480745,417880504,1282627914,3,2,,
2011,tt1506999,Haywire,Steven Soderbergh,M,Lem Dobbs,M,Gina Carano,F,nowomen-disagree,nowomen,0,23000000,18942396,22176190,2011FAIL,23820888,19618465,22967676,1,1,,
2009,tt1001508,He&#39;s Just Not That Into You,Ken Kwapis,M,Abby Kohn,F,Ginnifer Goodwin,F,ok,ok,1,40000000,93953653,178390243,2009PASS,43429264,102008450,193683923,2,2,,
1980,tt0080855,Heaven&#39;s Gate,Michael Cimino,M,Michael Cimino,M,Kris Kristofferson,M,nowomen,nowomen,0,44000000,3484331,3484331,1980FAIL,124421786,9852879,9852879,,,,
2001,tt0248845,Hedwig and the Angry Inch,John Cameron Mitchell,M,John Cameron Mitchell,M,John Cameron Mitchell,M,ok-disagree,ok,1,6000000,3067312,3643900,2001PASS,7895076,4036110,4794811,3,2,,
2004,tt0167190,Hellboy,Neil Marshall,M,Andrew Cosby,M,David Harbour,M,notalk,notalk,0,60000000,59623958,99823958,2004FAIL,73991573,73527840,123102194,3,2,,
1987,tt0093177,Hellraiser,Clive Barker,M,Clive Barker,M,Andrew Robinson,M,ok,ok,1,1000000,14564000,14564000,1987PASS,2050397,29861988,29861988,,,,
1989,tt0097499,Henry V,Kenneth Branagh,M,William Shakespeare,M,Kenneth Branagh,M,ok,ok,1,9000000,10161099,10161099,1989PASS,16916300,19098688,19098688,,,,
2013,tt1798709,Her,Spike Jonze,M,Spike Jonze,M,Joaquin Phoenix,M,men-disagree,men,0,23000000,25000178,33029713,2013FAIL,23000000,25000178,33029713,1,1,,
2005,tt0400497,Herbie Fully Loaded,Angela Robinson,F,Thomas Lennon,M,Lindsay Lohan,F,ok,ok,1,50000000,66010682,144110682,2005PASS,59651656,78752930,171928818,2,2,,
1997,tt0119282,Hercules,Ron Clements,M,Ron Clements,M,Tate Donovan,F,ok-disagree,ok,1,70000000,99112101,250700000,1997PASS,101586669,143835260,363825398,4,3,,
1992,tt0104412,Hero,Stephen Frears,M,Laura Ziskin,F,Dustin Hoffman,M,notalk,notalk,0,42000000,19487173,66787173,1992FAIL,69734584,32355474,110889898,5,3,,
2011,tt1403177,Hesher,Spencer Susser,M,Spencer Susser,M,Joseph Gordon-Levitt,M,notalk,notalk,0,7000000,382946,382946,2011FAIL,7249836,396614,396614,1,1,,
2005,tt0382077,Hide and Seek,John Polson,M,Ari Schlossberg,M,Robert De Niro,M,ok,ok,1,25000000,51100486,123100486,2005PASS,29825828,60964573,146862958,2,2,,
2002,tt0257756,High Crimes,Carl Franklin,M,Joseph Finder,M,Jim Caviezel,M,ok,ok,1,42000000,41543207,63781100,2002PASS,54397527,53805898,82607955,3,2,,
2000,tt0146882,High Fidelity,Stephen Frears,M,Nick Hornby,M,John Cusack,M,men,men,0,20000000,27277055,47881663,2000FAIL,27058168,36903356,64779503,3,2,,
2008,tt0962726,High School Musical 3: Senior Year,Kenny Ortega,M,Peter Barsocchini,M,Zac Efron,M,ok,ok,1,11000000,90559416,274392880,2008PASS,11904819,98008500,296963426,2,2,,
1986,tt0091203,Highlander,Russell Mulcahy,M,Gregory Widen,M,Christopher Lambert,M,ok-disagree,ok,1,16000000,5900000,12900000,1986PASS,33980236,12530212,27396565,,,,
1981,tt0082517,History of the World: Part I,Mel Brooks,M,Mel Brooks,M,Mel Brooks,M,notalk-disagree,notalk,0,11000000,31672000,31672000,1981FAIL,28180748,81140060,81140060,,,,
2005,tt0386588,Hitch,Andy Tennant,M,Kevin Bisch,M,Will Smith,M,men,men,0,55000000,177784257,366784257,2005FAIL,65616822,212102508,437585770,2,2,,
2007,tt0465494,Hitman,Xavier Gens,M,Skip Woods,M,Timothy Olyphant,M,nowomen-disagree,nowomen,0,17500000,39687694,99965792,2007FAIL,19662011,44590850,112315914,2,2,,
2011,tt1640459,Hobo with a Shotgun,Jason Eisener,M,John Davies,M,Rutger Hauer,M,nowomen,nowomen,0,3000000,703372,834953,2011FAIL,3107072,728476,864753,1,1,,
1993,tt0107120,Hocus Pocus,Kenny Ortega,M,David Kirschner,M,Bette Midler,F,ok,ok,1,28000000,39360491,39360491,1993PASS,45148849,63467174,63467174,5,3,,
2003,tt0311289,Holes,Andrew Davis,M,Louis Sachar,M,Shia LaBeouf,M,men-disagree,men,0,20000000,67383924,72383924,2003FAIL,25321739,85313907,91644342,3,2,,
2000,tt0164052,Hollow Man,Paul Verhoeven,M,Gary Scott Thompson,M,Kevin Bacon,M,ok,ok,1,90000000,73209340,191200000,2000PASS,121761754,99045530,258676083,3,2,,
2003,tt0329717,Hollywood Homicide,Ron Shelton,M,Robert Souza,M,Harrison Ford,M,notalk,notalk,0,75000000,30207785,51107785,2003FAIL,94956522,38245683,64706900,3,2,,
1990,tt0099785,Home Alone,Chris Columbus,M,John Hughes,M,Macaulay Culkin,M,men-disagree,men,0,15000000,285761243,476684675,1990FAIL,26744631,509505267,849917050,5,3,,
1992,tt0104431,Home Alone 2: Lost in New York,Chris Columbus,M,John Hughes,M,Macaulay Culkin,M,notalk,notalk,0,20000000,173585516,358994850,1992FAIL,33206945,288212232,596056107,5,3,,
1995,tt0113321,Home for the holidays,Jodie Foster,F,Chris Radant,M,Holly Hunter,F,ok,ok,1,20000000,17468887,22119269,1995PASS,30575589,26706076,33815484,4,3,,
2004,tt0299172,Home on the Range,Will Finn,M,Will Finn,M,Judi Dench,F,ok,ok,1,110000000,50026353,76482461,2004PASS,135651216,61692142,94317626,3,2,,
2005,tt0443536,Hoodwinked!,Cory Edwards,M,Todd Edwards,M,Anne Hathaway,F,ok,ok,1,17500000,51386611,109843390,2005PASS,20878080,61305929,131046803,2,2,,
1991,tt0102057,Hook,Steven Spielberg,M,J.M. Barrie,M,Dustin Hoffman,M,men,men,0,70000000,119654823,300854823,1991FAIL,119758826,204710301,514714575,5,3,,
2011,tt1411704,Hop,Tim Hill,M,Cinco Paul,M,Russell Brand,M,men,men,0,63000000,108085305,184924333,2011FAIL,65248520,111942955,191524428,1,1,,
1998,tt0119313,Hope Floats,Forest Whitaker,M,Steven Rogers,M,Sandra Bullock,F,ok,ok,1,30000000,60110313,81529000,1998PASS,42873969,85905591,116515728,4,3,,
2011,tt1499658,Horrible Bosses,Seth Gordon,M,Michael Markowitz,M,Jason Bateman,M,ok,ok,1,35000000,117538559,214538559,2011PASS,36249178,121733603,222195609,1,1,,
2005,tt0450278,Hostel,Eli Roth,M,Eli Roth,M,Jay Hernandez,M,notalk,notalk,0,4800000,47326473,82241110,2005FAIL,5726559,56462050,98116369,2,2,,
2007,tt0498353,Hostel: Part II,Eli Roth,M,Eli Roth,M,Lauren German,F,ok,ok,1,7500000,17544812,33606409,2007PASS,8426576,19712359,37758262,2,2,,
2007,tt0425112,Hot Fuzz,Edgar Wright,M,Edgar Wright,M,Simon Pegg,M,notalk-disagree,notalk,0,16000000,23618786,81742618,2007FAIL,17976696,26536733,91841386,2,2,,
2007,tt0787475,Hot Rod,Akiva Schaffer,M,Pam Brady,F,Andy Samberg,M,notalk,notalk,0,25000000,13938332,14334401,2007FAIL,28088587,15660322,16105323,2,2,,
2010,tt1231587,Hot Tub Time Machine,Steve Pink,M,Josh Heald,M,John Cusack,M,notalk,notalk,0,36000000,50269859,63209958,2010FAIL,38456346,53699864,67522890,1,1,,
2012,tt0837562,Hotel Transylvania,Genndy Tartakovsky,M,Peter Baynham,M,Adam Sandler,M,ok,ok,1,85000000,148313048,359222014,2012PASS,86244278,150484138,364480509,1,1,,
2003,tt0315983,House of Sand and Fog,Vadim Perelman,M,Andre Dubus III,M,Jennifer Connelly,F,ok,ok,1,16500000,13005485,16157923,2003PASS,20890435,16466075,20457336,3,2,,
2003,tt0251127,How to Lose a Guy in 10 Days,Donald Petrie,M,Michele Alexander,F,Kate Hudson,F,men-disagree,men,0,50000000,105807520,177079973,2003FAIL,63304348,133961521,224198644,3,2,,
2010,tt0892769,How to Train Your Dragon,Dean DeBlois,M,William Davies,M,Jay Baruchel,M,ok,ok,1,165000000,217581231,494870991,2010PASS,176258254,232427199,528636950,1,1,,
1986,tt0091225,Howard The Duck,Willard Huyck,M,Steve Gerber,M,Lea Thompson,F,dubious,dubious,0,30000000,16295774,16295774,1986FAIL,63712942,34608390,34608390,,,,
1991,tt0102070,Hudson Hawk,Michael Lehmann,M,Bruce Willis,M,Bruce Willis,M,ok,ok,1,65000000,17218916,17218916,1991PASS,111204624,29458817,29458817,5,3,,
2011,tt0970179,Hugo,Martin Scorsese,M,John Logan,M,Asa Butterfield,M,dubious,dubious,0,180000000,73864507,185033215,2011FAIL,186424342,76500789,191637196,1,1,,
2003,tt0286716,Hulk,Ang Lee,M,Stan Lee,M,Eric Bana,M,notalk,notalk,0,137000000,132177234,245229234,2003FAIL,173453913,167347872,310481535,3,2,,
2005,tt0410097,Hustle &amp; Flow,Craig Brewer,M ,Craig Brewer,M,Terrence Howard,M,dubious,dubious,0,2800000,22202809,23563727,2005FAIL,3340493,26488687,28112307,2,2,,
